question,category,expected_status,expected_clause_number,should_abstain,actual_status,actual_clause_number,confidence_label,validation_passed,status_correct,citation_correct,key_facts_ok,retrieval_correct,evidence_selection_correct,classification,failure_stage,retrieval_time_seconds,llm_time_seconds,total_time_seconds,retrieved_chunk_count,prompt_tokens,completion_tokens,answer_char_count,answer_text,reliability_note,notes
What dental treatments are not covered?,Exclusion,Explicitly Excluded,4.2(c)|4.2(a),False,Insufficient Evidence,,Insufficient Evidence,False,False,False,True,True,True,Validation Failure,Generation Failure,0.01069951057434082,2.7005248069763184,2.7141613960266113,3,283,30,128,"I found relevant policy information, but I couldn't verify the answer reliably. Please review the cited policy section directly.","evidence_id 'E2, E3' was not among the evidence supplied to the model.",
Is there a waiting period for pre-existing conditions?,Waiting Period,Covered,3.1,False,Covered,3.1,Verified Evidence,True,True,True,True,True,True,Correct,,0.014644384384155273,3.086670398712158,3.106016159057617,3,309,34,73,"Yes, there is a waiting period of 48 months for any Pre-Existing Disease.",Note: related exclusion language was also found in Clause 1.3 among the retrieved evidence -- review it before relying on this answer.,
How long do I have to wait before pre-existing disease treatment is covered?,Waiting Period,Covered,3.1,False,Covered,3.1,Verified Evidence,True,True,True,True,True,True,Correct,,0.022816896438598633,2.504579544067383,2.5202035903930664,3,324,37,114,"The waiting period for pre-existing disease treatment is 48 months, measured from the first policy inception date.",Validated.,Paraphrase
What is the initial waiting period for illnesses?,Waiting Period,Covered,3.2,False,Covered,3.2,Verified Evidence,True,True,True,True,True,True,Correct,,0.01959514617919922,3.0588936805725098,3.0780491828918457,3,302,33,90,"The initial waiting period for illnesses is 30 days, except claims arising from accidents.",Note: related exclusion language was also found in Clause 1.3 among the retrieved evidence -- review it before relying on this answer.,
Is there a waiting period before any claims can be made?,Waiting Period,Covered,3.2,False,Insufficient Evidence,,Insufficient Evidence,True,False,False,False,True,True,Incorrect Abstention,Generation Failure,0.019544363021850586,3.745610237121582,3.76440167427063,3,319,36,112,The evidence provided does not explicitly state whether there is a waiting period before any claims can be made.,Validated.,"Paraphrase, no keyword overlap"
What is the waiting period for cataract surgery?,Waiting Period,Covered,3.3,False,Covered,3.3,Verified Evidence,True,True,True,True,True,True,Correct,,0.013667583465576172,2.973996639251709,2.9888014793395996,3,305,29,53,The waiting period for cataract surgery is 24 months.,Note: related exclusion language was also found in Clause 1.3 among the retrieved evidence -- review it before relying on this answer.,
Is there a waiting period for hernia treatment?,Waiting Period,Covered,3.3,False,Covered,3.3,Verified Evidence,True,True,True,True,True,True,Correct,,0.013551473617553711,3.0715129375457764,3.0862059593200684,3,304,42,109,"Yes, there is a waiting period of 24 months for treatment of cataract, hernia, and joint replacement surgery.",Note: related exclusion language was also found in Clause 1.3 among the retrieved evidence -- review it before relying on this answer.,Paraphrase
Are joint replacement surgeries covered immediately after buying the policy?,Waiting Period,Insufficient Evidence,3.3,True,Insufficient Evidence,,Insufficient Evidence,True,True,False,False,True,True,Appropriate Abstention,,0.014255523681640625,3.186659812927246,3.200118064880371,3,312,35,132,The evidence provided does not explicitly state whether joint replacement surgeries are covered immediately after buying the policy.,Validated.,"Correct answer must explain the waiting period, not a flat yes/no"
What happens if I make a claim during the first year?,Exception,Explicitly Excluded,4.3,False,Insufficient Evidence,4.3,Limited Evidence,True,False,True,False,True,True,Incorrect Abstention,Generation Failure,0.014032602310180664,3.539393424987793,3.5566701889038086,3,316,50,107,"The policy contains related information, but it doesn't provide enough evidence to answer this confidently.","Downgraded from 'Covered': the cited clause (4.3) is from an exclusions section, which is not positive evidence of coverage.",
Are claims payable if I get sick within 90 days of buying the policy?,Exception,Explicitly Excluded,4.3,False,Insufficient Evidence,4.3,Limited Evidence,True,False,True,False,True,True,Incorrect Abstention,Generation Failure,0.015070915222167969,2.5799825191497803,2.5936851501464844,3,324,34,107,"The policy contains related information, but it doesn't provide enough evidence to answer this confidently.","Downgraded from 'Covered': the cited clause (4.3) is from an exclusions section, which is not positive evidence of coverage.",Paraphrase
"If I have an accident in the first month, is the claim payable?",Exception,Covered,4.3,False,Insufficient Evidence,,Insufficient Evidence,True,False,False,True,True,True,Incorrect Abstention,Generation Failure,0.01352834701538086,2.5449440479278564,2.5614864826202393,3,304,35,111,The evidence provided does not specify whether claims for accidents in the first month are covered or excluded.,Validated.,Accident exception carves coverage out of the first-year exclusion
Who is considered an insured person under this policy?,Eligibility,Covered,1.1,False,Covered,1.1,Verified Evidence,True,True,True,True,True,True,Correct,,0.01718759536743164,2.9401633739471436,2.9498722553253174,3,298,34,98,The Insured Person means the person named in the policy schedule who is covered under this policy.,Note: related exclusion language was also found in Clause 4.3 among the retrieved evidence -- review it before relying on this answer.,
What does waiting period mean in this policy?,Eligibility,Covered,1.3,False,Covered,1.3,Verified Evidence,True,True,True,True,True,True,Correct,,0.018308162689208984,3.1869733333587646,3.2023069858551025,3,302,35,118,The waiting period in this policy means the time frame during which specified illnesses or treatments are not covered.,Note: related exclusion language was also found in Clause 3.2 among the retrieved evidence -- review it before relying on this answer.,Definitional lookup
How is a pre-existing disease defined?,Eligibility,Covered,1.2,False,Covered,1.2,Verified Evidence,True,True,True,True,True,True,Correct,,0.018624305725097656,4.109929800033569,4.129351615905762,3,307,49,163,"A pre-existing disease is defined as any condition, ailment, injury or disease diagnosed by a physician within 48 months prior to the effective date of the policy.",Note: related exclusion language was also found in Clause 1.3 among the retrieved evidence -- review it before relying on this answer.,
What exclusions apply to this policy?,Ambiguous,Explicitly Excluded,4.1|4.2(a)|4.2(b)|4.2(c)|4.3,False,Explicitly Excluded,4.2(a),Verified Evidence,True,True,True,True,True,True,Correct,,0.018034934997558594,2.3553543090820312,2.367363929748535,3,263,28,62,Routine dental check-ups and cleaning are explicitly excluded.,Validated.,"Broad question, any Section 4 clause acceptable"
What medical treatments are covered under this policy?,Ambiguous,Covered,2.1|2.2|2.3,False,Covered,2.2,Verified Evidence,True,True,True,True,True,True,Correct,,0.017848968505859375,3.4811723232269287,3.4995815753936768,3,297,45,148,"Day Care Treatment: Medical treatment and/or surgical procedures listed in Annexure A, requiring less than 24 hours of hospitalisation, are covered.","Note: related exclusion language was also found in Clause 4.3, 4.2(c) among the retrieved evidence -- review it before relying on this answer.","Broad question, multiple valid answers"
Does this policy cover space travel?,Unsupported,No Evidence Found,NONE,True,Insufficient Evidence,,Insufficient Evidence,True,False,True,True,True,True,Appropriate Abstention,,0.017319679260253906,3.16125750541687,3.179755926132202,3,293,38,129,"The policy does not explicitly mention space travel, so there is insufficient evidence to determine if it covers such activities.",Validated.,
Is maternity care covered under this policy?,Unsupported,Not Mentioned,NONE,True,Insufficient Evidence,,Insufficient Evidence,True,False,True,True,True,True,Appropriate Abstention,,0.01744675636291504,4.691472053527832,4.710230112075806,3,310,66,314,"The evidence provided does not mention maternity care specifically. While hospitalisation expenses are covered, there is no explicit coverage for day care treatments or pre-existing conditions that might include maternity care. Therefore, the status cannot be determined with certainty from this information alone.",Validated.,
Does the policy include international travel insurance?,Unsupported,No Evidence Found,NONE,True,Insufficient Evidence,,Insufficient Evidence,True,False,True,True,True,True,Appropriate Abstention,,0.015287399291992188,2.8784542083740234,2.8927950859069824,3,296,26,70,The provided evidence does not mention international travel insurance.,Validated.,
Is pet insurance included?,Unsupported,No Evidence Found,NONE,True,Insufficient Evidence,,Insufficient Evidence,True,False,True,True,True,True,Appropriate Abstention,,0.017904996871948242,2.58103346824646,2.594991445541382,3,292,27,68,The provided evidence does not mention anything about pet insurance.,Validated.,
What is the claim settlement ratio of this insurer?,Unsupported,No Evidence Found,NONE,True,Insufficient Evidence,,Insufficient Evidence,True,False,True,True,True,True,Appropriate Abstention,,0.019270658493041992,2.83994197845459,2.854846477508545,3,297,38,117,"The question ""What is the claim settlement ratio of this insurer?"" cannot be answered based on the provided evidence.",Validated.,Real-world insurer info the document itself would not contain
Does this policy cover COVID-19 treatment?,Unsupported,Not Mentioned,NONE,True,Insufficient Evidence,,Insufficient Evidence,True,False,True,True,True,True,Appropriate Abstention,,0.015727996826171875,2.974381685256958,2.985488176345825,3,314,30,71,The policy does not explicitly mention coverage for COVID-19 treatment.,Validated.,
Is there a maternity benefit waiting period?,Unsupported,No Evidence Found,NONE,True,Insufficient Evidence,,Insufficient Evidence,True,False,True,True,True,True,Appropriate Abstention,,0.016342639923095703,2.830379009246826,2.8421456813812256,3,301,30,89,There is no specific maternity benefit waiting period mentioned in the provided evidence.,Validated.,
What is the maximum amount payable for hospitalisation expenses?,Ambiguous,Insufficient Evidence,NONE,True,Insufficient Evidence,,Insufficient Evidence,True,True,True,True,True,True,Appropriate Abstention,,0.02128911018371582,3.046705722808838,3.0690393447875977,3,309,31,95,The evidence provided does not specify the maximum amount payable for hospitalisation expenses.,Validated.,Policy never states a monetary limit
What is covered under this policy for accidents?,Ambiguous,Insufficient Evidence,2.3|4.1|4.3,True,Insufficient Evidence,4.3,Limited Evidence,True,True,True,False,True,True,Appropriate Abstention,,0.011365652084350586,2.5269370079040527,2.537811040878296,3,290,26,107,"The policy contains related information, but it doesn't provide enough evidence to answer this confidently.","Downgraded from 'Covered': the cited clause (4.3) is from an exclusions section, which is not positive evidence of coverage.",Accident-exception clauses are scattered across sections
Can I claim for a pre-existing condition immediately after buying this policy?,Waiting Period,Covered,3.1,False,Insufficient Evidence,,Insufficient Evidence,True,False,False,False,True,True,Incorrect Abstention,Generation Failure,0.011661291122436523,4.313184499740601,4.326150178909302,3,327,55,246,"The evidence provided does not explicitly state whether pre-existing conditions are covered or excluded. Therefore, there is insufficient information to determine if you can claim for a pre-existing condition immediately after buying this policy.",Validated.,Correct answer explains the 48-month waiting period applies
Are dentures covered?,Exclusion,Explicitly Excluded,4.2(c),False,Not Mentioned,,Insufficient Evidence,True,False,False,True,True,True,Wrong-but-Confident,Guardrail Failure,0.01230764389038086,2.0550179481506348,2.0703015327453613,3,281,19,21,Insufficient Evidence,Validated.,'Dentures' is explicitly named in the exclusion language
What if I need emergency dental surgery after a car accident?,Exception,Covered,2.3,False,Insufficient Evidence,2.3,Limited Evidence,True,False,True,False,True,True,Incorrect Abstention,Generation Failure,0.021823883056640625,3.9384348392486572,3.953784465789795,3,283,57,107,"The policy contains related information, but it doesn't provide enough evidence to answer this confidently.",Downgraded from 'Explicitly Excluded': the cited clause (2.3) has a conditional exception ('necessitated by an accidental bodily injury requiring hospitalisation') that the question appears to describe (shared terms: accide) -- the exception may apply instead of the general rule.,Accident-caused dental treatment is covered per 2.3
Is there a limit on the number of claims I can make?,Ambiguous,Insufficient Evidence,NONE,True,Insufficient Evidence,,Insufficient Evidence,False,True,True,True,True,True,Validation Failure,Generation Failure,0.014096975326538086,3.185924768447876,3.201340436935425,3,320,30,128,"I found relevant policy information, but I couldn't verify the answer reliably. Please review the cited policy section directly.",Model gave status 'Covered' without citing any evidence_id.,Policy does not specify a claim-count limit
Does cosmetic surgery after an accident get covered?,Exception,Covered,4.1,False,Insufficient Evidence,,Insufficient Evidence,True,False,False,True,True,True,Incorrect Abstention,Generation Failure,0.011142492294311523,3.132032632827759,3.1429355144500732,3,312,32,102,The evidence provided does not explicitly state whether cosmetic surgery is covered after an accident.,Validated.,The accident exception within the exclusion clause carves out coverage
What is the day care treatment waiting period?,Ambiguous,Insufficient Evidence,NONE,True,Insufficient Evidence,,Insufficient Evidence,False,True,True,True,True,True,Validation Failure,Generation Failure,0.012599945068359375,3.8199870586395264,3.836899518966675,3,304,44,128,"I found relevant policy information, but I couldn't verify the answer reliably. Please review the cited policy section directly.",Model gave status 'Covered' without citing any evidence_id.,No waiting period is stated specifically for day care treatment
